UF;Municipio; Populacao 
BA;Boquira;21.486
BA;Botuporã;10.050
BA;Brejões;14.155
BA;Brejolândia;10.675
BA;Brotas de Macaúbas;10.705
BA;Brumado;67.468
BA;Buerarema;18.269
BA;Buritirama;21.374
BA;Caatiba;6.232
BA;Cabaceiras do Paraguaçu;19.010
BA;Cachoeira;33.659
BA;Caculé;23.407
BA;Caém;8.912
BA;Caetanos;14.671
BA;Caetité;51.184
BA;Cafarnaum;18.585
BA;Cairu;18.666
BA;Caldeirão Grande;13.452
BA;Camacan;32.023
BA;Camaçari;309.208
BA;Camamu;35.444
BA;Campo Alegre de Lourdes;28.839
BA;Campo Formoso;71.754
BA;Canápolis;9.694
BA;Canarana;26.468
BA;Canavieiras;30.722
BA;Candeal;8.109
BA;Candeias;87.820
BA;Candiba;14.415
BA;Cândido Sales;24.921
BA;Cansanção;34.929
BA;Canudos;16.832
BA;Capela do Alto Alegre;11.597
BA;Capim Grosso;31.055
BA;Caraíbas;8.659
BA;Caravelas;22.166
BA;Cardeal da Silva;9.395
BA;Carinhanha;29.118
BA;Casa Nova;73.092
BA;Castro Alves;26.369
BA;Catolândia;3.619
BA;Catu;55.222
BA;Caturama;9.303
BA;Central;17.293
BA;Chorrochó;11.221
BA;Cícero Dantas;32.636
BA;Cipó;17.402
BA;Coaraci;16.128
BA;Cocos;18.835
BA;Conceição da Feira;22.933
BA;Conceição do Almeida;17.087
BA;Conceição do Coité;67.394
BA;Conceição do Jacuípe;33.631
BA;Conde;26.223
BA;Condeúba;17.113
BA;Contendas do Sincorá;4.025
BA;Coração de Maria;22.391
BA;Cordeiros;8.667
BA;Coribe;14.108
BA;Coronel João Sá;15.549(16)
BA;Correntina;32.243
BA;Cotegipe;13.756
BA;Cravolândia;5.352
BA;Crisópolis;21.219
BA;Cristópolis;13.981
BA;Cruz das Almas;63.923
BA;Curaçá;35.065
BA;Dário Meira;10.347
BA;Dias d'Ávila;83.705
BA;Dom Basílio;12.281
BA;Dom Macedo Costa;4.072
BA;Elísio Medrado;8.129
BA;Encruzilhada;15.914
BA;Entre Rios;42.014
BA;Esplanada;37.902
BA;Euclides da Cunha;61.112
BA;Eunápolis;115.360
BA;Fátima;17.801
BA;Feira da Mata;5.656
BA;Feira de Santana;624.107
BA;Filadélfia;16.314
BA;Firmino Alves;5.641
BA;Floresta Azul;10.525
BA;Formosa do Rio Preto;26.111
BA;Gandu;32.778
BA;Gavião;4.417
BA;Gentio do Ouro;11.284
BA;Glória;15.247
BA;Gongogi;6.852
BA;Governador Mangabeira;20.800
BA;Guajeru;6.371
BA;Guanambi;85.353
BA;Guaratinga;20.565
BA;Heliópolis;12.946
BA;Iaçu;23.950
BA;Ibiassucê;8.849(17)
BA;Ibicaraí;21.083
BA;Ibicoara;19.990
BA;Ibicuí;16.262
BA;Ibipeba;18.421
BA;Ibipitanga;14.989
BA;Ibiquera;4.047
BA;Ibirapitanga;23.433
BA;Ibirapuã;8.740
BA;Ibirataia;14.476
BA;Ibitiara;16.463
BA;Ibititá;17.048
BA;Ibotirama;27.076
BA;Ichu;6.232
BA;Igaporã;15.661
BA;Igrapiúna;12.963
BA;Iguaí;27.006
BA;Ilhéus;157.639
BA;Inhambupe;40.720
BA;Ipecaetá;14.229
BA;Ipiaú;45.969
BA;Ipirá;59.281
BA;Ipupiara;9.954
BA;Irajuba;7.295
BA;Iramaia;7.874
BA;Iraquara;25.728
BA;Irará;29.305
BA;Irecê;74.050
BA;Itabela;30.901
BA;Itaberaba;64.795
BA;Itabuna;214.123
BA;Itacaré;29.051
BA;Itaeté;16.164
BA;Itagi;12.140
BA;Itagibá;14.331
BA;Itagimirim;6.784
BA;Itaguaçu da Bahia;14.650
BA;Itaju do Colônia;6.515
BA;Itajuípe;20.309
BA;Itamaraju;64.423
BA;Itamari;7.971
BA;Itambé;22.474
BA;Itanagra;6.433
BA;Itanhém;19.231
BA;Itaparica;22.440
BA;Itapé;8.300
BA;Itapebi;10.173
BA;Itapetinga;77.408
BA;Itapicuru;36.173
BA;Itapitanga;10.284
BA;Itaquara;8.375
BA;Itarantim;19.937
BA;Itatim;14.588
BA;Itiruçu;12.482
BA;Itiúba;36.140
BA;Itororó;20.394
BA;Ituaçu;19.095
BA;Ituberá;28.870
BA;Iuiu;11.038
BA;Jaborandi;8.176
BA;Jacaraci;14.855
BA;Jacobina;80.749
BA;Jaguaquara;54.913
BA;Jaguarari;33.915
BA;Jaguaripe;19.162
BA;Jandaíra;10.742
BA;Jequié;156.277
BA;Jeremoabo;40.832
BA;Jiquiriçá;14.576
BA;Jitaúna;10.470
BA;João Dourado;25.606
BA;Juazeiro;219.544
BA;Jucuruçu;8.856
BA;Jussara;15.241
BA;Jussari;5.706
BA;Jussiape;5.777
BA;Lafaiete Coutinho;3.663
BA;Lagoa Real;15.870
BA;Laje;24.214
BA;Lajedão;3.993
BA;Lajedinho;3.735
BA;Lajedo do Tabocal;8.591
BA;Lamarão;8.078
BA;Lapão;27.323
BA;Lauro de Freitas;204.669
BA;Lençóis;11.586
BA;Licínio de Almeida;12.357
BA;Livramento de Nossa Senhora;46.372
BA;Luís Eduardo Magalhães;92.671
BA;Macajuba;11.318
BA;Macarani;19.056
BA;Macaúbas;50.481
BA;Macururé;7.752
BA;Madre de Deus;21.754
BA;Maetinga;2.386
BA;Maiquinique;10.294
BA;Mairi;18.535
BA;Malhada;16.875
BA;Malhada de Pedras;8.326
BA;Manoel Vitorino;12.944
BA;Mansidão;13.822
BA;Maracás;19.973
BA;Maragogipe;44.902
BA;Maraú;20.664
BA;Marcionílio Souza;10.357
BA;Mascote;13.619
BA;Mata de São João;47.643
BA;Matina;12.359
BA;Medeiros Neto;22.741
BA;Miguel Calmon;25.771
BA;Milagres;10.838
BA;Mirangaba;18.603
BA;Mirante;8.264
BA;Monte Santo;49.145
BA;Morpará;8.476
BA;Morro do Chapéu;35.466
BA;Mortugaba;12.063
BA;Mucugê;8.725
BA;Mucuri;42.729
BA;Mulungu do Morro;10.469
BA;Mundo Novo;27.153
BA;Muniz Ferreira;7.464
BA;Muquém do São Francisco;11.479
BA;Muritiba;29.420
BA;Mutuípe;22.340
BA;Nazaré;28.661
BA;Nilo Peçanha;14.156
BA;Nordestina;13.197
BA;Nova Canaã;16.482
BA;Nova Fátima;7.830
BA;Nova Ibiá;6.518
BA;Nova Itarana;8.328
BA;Nova Redenção;9.126
BA;Nova Soure;27.047
BA;Nova Viçosa;44.170
BA;Novo Horizonte;12.653
BA;Novo Triunfo;15.445
BA;Olindina;28.373
BA;Oliveira dos Brejinhos;21.797
BA;Ouriçangas;8.575
BA;Ourolândia;17.567
BA;Palmas de Monte Alto;21.840
BA;Palmeiras;9.123
BA;Paramirim;21.777
BA;Paratinga;32.274
BA;Paripiranga;29.124
BA;Pau Brasil;9.550
BA;Paulo Afonso;119.213
BA;Pé de Serra;13.535
BA;Pedrão;7.438
BA;Pedro Alexandre;16.698
BA;Piatã;16.854
BA;Pilão Arcado;35.295
BA;Pindaí;16.308
BA;Pindobaçu;20.048
BA;Pintadas;10.353
BA;Piraí do Norte;10.050
BA;Piripá;10.253
BA;Piritiba;25.162
BA;Planaltino;9.415
BA;Planalto;26.581
BA;Poções;46.885
BA;Pojuca;40.401
BA;Ponto Novo;14.729
BA;Porto Seguro;152.529
BA;Potiraguá;6.623
BA;Prado;28.214
BA;Presidente Dutra;15.180
BA;Presidente Jânio Quadros;12.028
BA;Presidente Tancredo Neves;28.272
BA;Queimadas;25.428
BA;Quijingue;27.672
BA;Quixabeira;8.939
BA;Rafael Jambeiro;22.643
BA;Remanso;41.324
BA;Retirolândia;14.588
BA;Riachão das Neves;22.330
BA;Riachão do Jacuípe;33.498
BA;Riacho de Santana;35.757
BA;Ribeira do Amparo;14.631
BA;Ribeira do Pombal;54.097
BA;Ribeirão do Largo;4.896
BA;Rio de Contas;12.878
BA;Rio do Antônio;15.521
BA;Rio do Pires;11.672
BA;Rio Real;41.209
BA;Rodelas;9.548(18)
BA;Ruy Barbosa;30.900
BA;Salinas da Margarida;16.047
BA;Salvador;2.900.319
BA;Santa Bárbara;20.971
BA;Santa Brígida;13.917
BA;Santa Cruz Cabrália;28.058
BA;Santa Cruz da Vitória;6.241
BA;Santa Inês;10.583
BA;Santaluz;37.704
BA;Santa Luzia;12.308
BA;Santa Maria da Vitória;39.707
BA;Santana;26.792
BA;Santanópolis;8.987
BA;Santa Rita de Cássia;28.613
BA;Santa Terezinha;10.520
BA;Santo Amaro;60.190
BA;Santo Antônio de Jesus;103.204
BA;Santo Estêvão;53.666
BA;São Desidério;34.764
BA;São Domingos;9.085
BA;São Félix;14.784
BA;São Félix do Coribe;15.543
BA;São Felipe;21.083
BA;São Francisco do Conde;40.664
BA;São Gabriel;18.785
BA;São Gonçalo dos Campos;38.315
BA;São José da Vitória;5.562
BA;São José do Jacuípe;10.546
BA;São Miguel das Matas;11.733
BA;São Sebastião do Passé;44.554
BA;Sapeaçu;17.421
BA;Sátiro Dias;17.330
BA;Saubara;12.163
BA;Saúde;12.971
BA;Seabra;44.370
BA;Sebastião Laranjeiras;11.586
BA;Senhor do Bonfim;79.813
BA;Serra do Ramalho;31.362
BA;Sento Sé;41.279
BA;Serra Dourada;17.261
BA;Serra Preta;14.531
BA;Serrinha;81.693
BA;Serrolândia;13.490
BA;Simões Filho;137.117
BA;Sítio do Mato;13.104
BA;Sítio do Quinto;9.431
BA;Sobradinho;23.274
BA;Souto Soares;17.118
BA;Tabocas do Brejo Velho;12.515
BA;Tanhaçu;20.383
BA;Tanque Novo;17.518
BA;Tanquinho;7.936
BA;Taperoá;21.421
BA;Tapiramutá;16.939
BA;Teixeira de Freitas;164.290
BA;Teodoro Sampaio;7.296
BA;Teofilândia;22.590
BA;Teolândia;15.097
BA;Terra Nova;13.018
BA;Tremedal;15.996
BA;Tucano;50.903
BA;Uauá;23.991
BA;Ubaíra;19.860
BA;Ubaitaba;18.647
BA;Ubatã;27.481
BA;Uibaí;13.894
BA;Umburanas;19.573
BA;Una;18.108
BA;Urandi;16.672
BA;Uruçuca;20.312
BA;Utinga;19.330
BA;Valença;97.873
BA;Valente;29.111
BA;Várzea da Roça;14.135
BA;Várzea do Poço;9.247
BA;Várzea Nova;12.556
BA;Varzedo;8.734
BA;Vera Cruz;44.185(19)
BA;Vereda;6.105
BA;Vitória da Conquista;343.643
BA;Wagner;9.342
BA;Wanderley;12.125
BA;Wenceslau Guimarães;20.862
BA;Xique-Xique;46.562
MG;Abadia dos Dourados;7.022
MG;Abaeté;23.263
MG;Abre Campo;13.434
MG;Acaiaca;3.995
MG;Açucena;9.270
MG;Água Boa;13.319
MG;Água Comprida;1.986
MG;Aguanil;4.557
MG;Águas Formosas;19.285
MG;Águas Vermelhas;13.656
MG;Aimorés;25.116
MG;Aiuruoca;5.949
MG;Alagoa;2.657
MG;Albertina;3.015
MG;Além Paraíba;35.438
MG;Alfenas;80.973
MG;Alfredo Vasconcelos;7.052
MG;Almenara;42.380
MG;Alpercata;7.448
MG;Alpinópolis;20.059
MG;Alterosa;14.566
MG;Alto Caparaó;5.938
MG;Alto Rio Doce;10.723
MG;Alvarenga;3.783
MG;Alvinópolis;15.135
MG;Alvorada de Minas;3.605
MG;Amparo do Serra;4.643
MG;Andradas;41.704
MG;Cachoeira de Pajeú;9.470
MG;Andrelândia;12.189
MG;Angelândia;8.594
MG;Antônio Carlos;11.471
MG;Antônio Dias;9.233
MG;Antônio Prado de Minas;1.577
MG;Araçaí;2.360
MG;Aracitaba;2.056
MG;Araçuaí;36.715
MG;Araguari;118.361
MG;Arantina;2.779
MG;Araponga;8.467
MG;Araporã;6.992
MG;Arapuá;2.836
MG;Araújos;9.523
MG;Araxá;108.403
MG;Arceburgo;10.990
MG;Arcos;40.658
MG;Areado;15.288
MG;Argirita;2.681
MG;Aricanduva;5.305
MG;Arinos;17.850
MG;Astolfo Dutra;14.358
MG;Ataléia;12.496
MG;Augusto de Lima;4.833
MG;Baependi;19.249
MG;Baldim;7.780
MG;Bambuí;23.964
MG;Bandeira;4.738
MG;Bandeira do Sul;5.808
MG;Barão de Cocais;33.232
MG;Barão de Monte Alto;5.311
MG;Barbacena;139.061
MG;Barra Longa;4.905
MG;Barroso;20.981
MG;Bela Vista de Minas;10.269
MG;Belmiro Braga;3.422
MG;Belo Horizonte;2.530.701
MG;Belo Oriente;27.277
MG;Belo Vale;7.723
MG;Berilo;11.813
MG;Bertópolis;4.609
MG;Berizal;4.792
MG;Betim;450.024
MG;Bias Fortes;3.282
MG;Bicas;14.612
MG;Biquinhas;2.482
MG;Boa Esperança;40.308
MG;Bocaina de Minas;5.088
MG;Bocaiúva;50.521
MG;Bom Despacho;51.436
MG;Bom Jardim de Minas;6.444
MG;Bom Jesus da Penha;4.270
MG;Bom Jesus do Amparo;6.182
MG;Bom Jesus do Galho;14.792
MG;Bom Repouso;10.527
MG;Bom Sucesso;17.612
MG;Bonfim;6.852
MG;Bonfinópolis de Minas;5.397
MG;Bonito de Minas;11.502
MG;Borda da Mata;19.809
MG;Botelhos;14.927
MG;Botumirim;6.259
MG;Brasilândia de Minas;16.950
MG;Brasília de Minas;32.460
MG;Brás Pires;4.255
MG;Braúnas;4.737
MG;Brazópolis;14.364
MG;Brumadinho;41.208
MG;Bueno Brandão;10.982
MG;Buenópolis;10.342
MG;Bugre;3.984
MG;Buritis;25.179
MG;Buritizeiro;28.184
MG;Cabeceira Grande;7.025
MG;Cabo Verde;14.074
MG;Cachoeira da Prata;3.580
MG;Cachoeira de Minas;11.609
MG;Cachoeira Dourada;2.720
MG;Caetanópolis;11.869
MG;Caeté;45.364
MG;Caiana;5.584
MG;Cajuri;3.961
MG;Caldas;14.600
MG;Camacho;2.839
MG;Camanducaia;21.831
MG;Cambuí;30.068
MG;Cambuquira;12.810
MG;Campanário;3.739
MG;Campanha;16.855
MG;Campestre;21.052
MG;Campina Verde;19.759
MG;Campo Azul;3.830
MG;Campo Belo;54.338
MG;Campo do Meio;11.648
MG;Campo Florido;8.383
MG;Campos Altos;15.661
MG;Campos Gerais;28.908
MG;Canaã;4.533
MG;Canápolis;12.251
MG;Cana Verde;5.585
MG;Candeias;14.890
MG;Cantagalo;4.575
MG;Caparaó;5.464
MG;Capela Nova;4.616
MG;Capelinha;38.321
MG;Capetinga;6.860
MG;Capim Branco;9.896
MG;Capinópolis;16.294
MG;Capitão Andrade;5.559
MG;Capitão Enéas;15.388
MG;Capitólio;8.693
MG;Caputira;9.318
MG;Caraí;23.872
MG;Caranaíba;3.150
MG;Carandaí;25.831
MG;Carangola;33.022
MG;Caratinga;93.124
MG;Carbonita;9.423
MG;Careaçu;6.826
MG;Carlos Chagas;18.516
MG;Carmésia;2.660
MG;Carmo da Cachoeira;12.193
MG;Carmo da Mata;11.546
MG;Carmo de Minas;15.031
MG;Carmo do Cajuru;22.900
MG;Carmo do Paranaíba;30.339
MG;Carmo do Rio Claro;21.310
MG;Carmópolis de Minas;19.756
MG;Carneirinho;10.103
MG;Carrancas;4.052
MG;Carvalhópolis;3.614
MG;Carvalhos;4.445
MG;Casa Grande;2.251
MG;Cascalho Rico;3.108
MG;Cássia;17.741
MG;Conceição da Barra de Minas;3.939
MG;Cataguases;75.942
MG;Catas Altas;5.465
MG;Catas Altas da Noruega;3.665
MG;Catuji;6.206
MG;Catuti;4.944
MG;Caxambu;21.566
MG;Cedro do Abaeté;1.150
MG;Central de Minas;7.059
MG;Centralina;10.343
MG;Chácara;3.216
MG;Chalé;5.695
MG;Chapada do Norte;15.334
MG;Chapada Gaúcha;14.217
MG;Chiador;2.657
MG;Cipotânea;6.811
MG;Claraval;4.873
MG;Claro dos Poções;7.478
MG;Cláudio;29.093
MG;Coimbra;7.631
MG;Coluna;8.810
MG;Comendador Gomes;3.128
MG;Comercinho;6.624
MG;Conceição da Aparecida;10.351
MG;Conceição das Pedras;2.814
MG;Conceição das Alagoas;28.782
MG;Conceição de Ipanema;4.581
MG;Conceição do Mato Dentro;17.438
MG;Conceição do Pará;5.558
MG;Conceição do Rio Verde;13.729
MG;Conceição dos Ouros;11.852
MG;Cônego Marinho;7.730
MG;Confins;6.867
MG;Congonhal;12.209
MG;Congonhas;55.836
MG;Congonhas do Norte;5.047
MG;Conquista;6.997
MG;Conselheiro Lafaiete;130.584
MG;Conselheiro Pena;22.975
MG;Consolação;1.786
MG;Contagem;673.849
MG;Coqueiral;9.099
MG;Coração de Jesus;26.620
MG;Cordisburgo;8.903
MG;Cordislândia;3.546
MG;Corinto;23.607
MG;Coroaci;9.897
MG;Coromandel;27.958
MG;Coronel Fabriciano;110.709
MG;Coronel Murta;9.209
MG;Coronel Pacheco;3.095
MG;Coronel Xavier Chaves;3.448
MG;Córrego Danta;3.168
MG;Córrego do Bom Jesus;3.685
MG;Córrego Fundo;6.425
MG;Córrego Novo;2.688
MG;Couto de Magalhães de Minas;4.436
MG;Crisólita;6.814
MG;Cristais;13.060
MG;Cristália;5.992
MG;Cristiano Otoni;5.161
MG;Cristina;10.211
MG;Crucilândia;5.072
MG;Cruzeiro da Fortaleza;3.651
MG;Cruzília;15.529
MG;Cuparaque;5.026
MG;Curral de Dentro;7.867
MG;Curvelo;81.085
MG;Datas;5.431
MG;Delfim Moreira;8.007
MG;Delfinópolis;7.146
MG;Delta;10.994
MG;Descoberto;5.044
MG;Desterro de Entre Rios;7.266
MG;Desterro do Melo;2.867
MG;Diamantina;47.924
MG;Diogo de Vasconcelos;3.779
MG;Dionísio;7.493
MG;Divinésia;3.430
MG;Divino;20.020
MG;Divino das Laranjeiras;4.969
MG;Divinolândia de Minas;7.655
MG;Divinópolis;242.505
MG;Divisa Alegre;6.946
MG;Divisa Nova;6.039
MG;Divisópolis;11.396
MG;Dom Bosco;3.635
MG;Dom Cavati;5.025
MG;Dom Joaquim;4.436
MG;Dom Silvério;5.227
MG;Dom Viçoso;2.992
MG;Dona Euzébia;6.664
MG;Dores de Campos;10.291
MG;Dores de Guanhães;5.139
MG;Dores do Indaiá;13.373
MG;Dores do Turvo;4.202
MG;Doresópolis;1.539
MG;Douradoquara;1.915
MG;Durandé;7.898
MG;Elói Mendes;28.556
MG;Engenheiro Caldas;11.268
MG;Engenheiro Navarro;7.240
MG;Entre Folhas;5.383
MG;Entre Rios de Minas;15.458
MG;Ervália;19.019
MG;Esmeraldas;72.512
MG;Espera Feliz;25.287
MG;Espinosa;31.603
MG;Espírito Santo do Dourado;4.728
MG;Estiva;11.416
MG;Estrela Dalva;2.308
MG;Estrela do Indaiá;3.483
MG;Estrela do Sul;8.057
MG;Eugenópolis;11.383
MG;Ewbank da Câmara;3.932
MG;Extrema;37.649
MG;Fama;2.374
MG;Faria Lemos;3.202
MG;Felício dos Santos;4.656
MG;São Gonçalo do Rio Preto;3.178
MG;Felisburgo;7.548
MG;Felixlândia;15.528
MG;Fernandes Tourinho;3.500
MG;Ferros;9.576
MG;Fervedouro;11.100
MG;Florestal;7.602
MG;Formiga;67.956
MG;Formoso;9.810
MG;Fortaleza de Minas;4.460
MG;Fortuna de Minas;2.986
MG;Francisco Badaró;10.311
MG;Francisco Dumont;5.268
MG;Francisco Sá;26.459
MG;Franciscópolis;5.287
MG;Frei Gaspar;5.858
MG;Frei Inocêncio;9.716
MG;Frei Lagonegro;3.496
MG;Fronteira;18.866
MG;Fronteira dos Vales;4.542
MG;Fruta de Leite;5.232
MG;Frutal;60.508
MG;Funilândia;4.434
MG;Galiléia;6.764
MG;Gameleiras;5.084
MG;Glaucilândia;3.177
MG;Goiabeira;3.402
MG;Goianá;4.014
MG;Gonçalves;4.360
MG;Gonzaga;6.184
MG;Gouveia;11.811
MG;Governador Valadares;282.164
MG;Grão Mogol;15.943
MG;Grupiara;1.386
MG;Guanhães;34.818
MG;Guapé;14.269
MG;Guaraciaba;10.307
MG;Guaraciama;5.005
MG;Guaranésia;19.014
MG;Guarani;8.926
MG;Guarará;3.755
MG;Guarda-Mor;6.558
MG;Guaxupé;52.234
MG;Guidoval;7.026
MG;Guimarânia;8.168
MG;Guiricema;8.296
MG;Gurinhatã;5.516
MG;Heliodora;6.623
MG;Iapu;11.085
MG;Ibertioga;4.999
MG;Ibiá;25.511
MG;Ibiaí;8.478
MG;Ibiracatu;5.340
MG;Ibiraci;14.128
MG;Ibirité;184.030
MG;Ibitiúra de Minas;3.497
MG;Ibituruna;3.003
MG;Icaraí de Minas;12.200
MG;Igarapé;44.561
MG;Igaratinga;11.146
MG;Iguatama;7.901
MG;Ijaci;6.667
MG;Ilicínea;12.511
MG;Imbé de Minas;6.976
MG;Inconfidentes;7.387
MG;Indaiabira;7.328
MG;Indianópolis;7.009
MG;Ingaí;2.785
MG;Inhapim;24.020
MG;Inhaúma;6.352
MG;Inimutaba;7.605
MG;Ipaba;18.926
MG;Ipanema;20.133
MG;Ipatinga;267.333
MG;Ipiaçu;4.229
MG;Ipuiúna;10.156
MG;Iraí de Minas;7.067
MG;Itabira;121.717
MG;Itabirinha;11.637
MG;Itabirito;52.996
MG;Itacambira;5.447
MG;Itacarambi;18.175
MG;Itaguara;13.510
MG;Itaipé;12.910
MG;Itajubá;97.782
MG;Itamarandiba;35.130
MG;Itamarati de Minas;4.395
MG;Itambacuri;23.207
MG;Itambé do Mato Dentro;2.032
MG;Itamogi;10.122
MG;Itamonte;15.844
MG;Itanhandu;15.511
MG;Itanhomi;12.259
MG;Itaobim;20.997
MG;Itapagipe;15.511
MG;Itapecerica;21.760
MG;Itapeva;9.976
MG;Itatiaiuçu;11.354
MG;Itaú de Minas;16.286
MG;Itaúna;94.455
MG;Itaverava;5.321
MG;Itinga;15.053
MG;Itueta;6.074
MG;Ituiutaba;105.818
MG;Itumirim;5.978
MG;Iturama;40.101
MG;Itutinga;3.749
MG;Jaboticatubas;20.683
MG;Jacinto;12.320
MG;Jacuí;7.695
MG;Jacutinga;26.538
MG;Jaguaraçu;3.151
MG;Jaíba;39.850
MG;Jampruca;5.453
MG;Janaúba;72.374
MG;Januária;67.958
MG;Japaraíba;4.418
MG;Japonvar;7.991
MG;Jeceaba;4.795
MG;Jenipapo de Minas;7.781
MG;Jequeri;12.246
MG;Jequitaí;7.407
MG;Jequitibá;5.203
MG;Jequitinhonha;25.555
MG;Jesuânia;4.774
MG;Joaíma;15.476
MG;Joanésia;4.382
MG;João Monlevade;80.903
MG;João Pinheiro;47.990
MG;Joaquim Felício;4.757
MG;Jordânia;10.872
MG;José Gonçalves de Minas;4.474
MG;José Raydan;5.104
MG;Josenópolis;4.911
MG;Nova União;5.739
MG;Juatuba;27.823
MG;Juiz de Fora;577.532
MG;Juramento;4.359
MG;Juruaia;10.795
MG;Juvenília;5.706
MG;Ladainha;18.272
MG;Lagamar;7.588
MG;Lagoa da Prata;53.236
MG;Lagoa dos Patos;4.062
MG;Lagoa Dourada;13.115
MG;Lagoa Formosa;18.168
MG;Lagoa Grande;9.681
MG;Lagoa Santa;66.744
MG;Lajinha;19.914
MG;Lambari;20.995
MG;Lamim;3.366
MG;Laranjal;6.856
MG;Lassance;6.494
MG;Lavras;105.756
MG;Leandro Ferreira;3.222
MG;Leme do Prado;4.923
MG;Leopoldina;52.690
MG;Liberdade;4.994
MG;Lima Duarte;16.749
MG;Limeira do Oeste;7.640
MG;Lontra;9.766
MG;Luisburgo;6.249
MG;Luislândia;6.735
MG;Luminárias;5.431
MG;Luz;18.297
MG;Machacalis;7.112
MG;Machado;42.682
MG;Madre de Deus de Minas;5.119
MG;Malacacheta;18.556
MG;Mamonas;6.565
MG;Manga;18.051
MG;Manhuaçu;92.074
MG;Manhumirim;22.894
MG;Mantena;27.651
MG;Maravilhas;8.113
MG;Mar de Espanha;12.985
MG;Maria da Fé;14.019
MG;Mariana;61.830
MG;Marilac;4.079
MG;Mário Campos;15.814
MG;Maripá de Minas;3.000
MG;Marliéria;4.030
MG;Marmelópolis;2.701
MG;Martinho Campos;13.497
MG;Martins Soares;8.640
MG;Mata Verde;8.700
MG;Materlândia;4.415
MG;Mateus Leme;31.631
MG;Matias Barbosa;14.626
MG;Matias Cardoso;11.360
MG;Matipó;19.098
MG;Mato Verde;12.367
MG;Matozinhos;38.469
MG;Matutina;3.733
MG;Medeiros;3.861
MG;Medina;20.701
MG;Mendes Pimentel;6.446
MG;Mercês;10.775
MG;Mesquita;5.489
MG;Minas Novas;31.509
MG;Minduri;3.891
MG;Mirabela;13.651
MG;Miradouro;10.818
MG;Miraí;15.205
MG;Miravânia;4.939
MG;Moeda;4.948
MG;Moema;7.589
MG;Monjolos;2.184
MG;Monsenhor Paulo;8.764
MG;Montalvânia;14.621
MG;Monte Alegre de Minas;21.349
MG;Monte Azul;20.544
MG;Monte Belo;13.139
MG;Monte Carmelo;48.049
MG;Monte Formoso;4.939
MG;Monte Santo de Minas;21.504
MG;Montes Claros;417.478
MG;Monte Sião;24.247
MG;Montezuma;8.379
MG;Morada Nova de Minas;8.955
MG;Morro da Garça;2.413
MG;Morro do Pilar;3.126
MG;Munhoz;5.960
MG;Muriaé;109.997
MG;Mutum;26.945
MG;Muzambinho;20.522
MG;Nacip Raydan;3.221
MG;Nanuque;40.583
MG;Naque;7.104
MG;Natalândia;3.306
MG;Natércia;4.727
MG;Nazareno;8.710
MG;Nepomuceno;26.882
MG;Ninheira;10.355
MG;Nova Belém;3.067
MG;Nova Era;17.524
MG;Nova Lima;97.378
MG;Nova Módica;3.548
MG;Nova Ponte;16.046
MG;Nova Porteirinha;7.493
MG;Nova Resende;16.937
MG;Nova Serrana;108.241
MG;Novo Cruzeiro;31.339
MG;Novo Oriente de Minas;10.800
MG;Novorizonte;5.348
MG;Olaria;1.694
MG;Olhos-d'Água;6.243
MG;Olímpio Noronha;2.829
MG;Oliveira;41.987
MG;Oliveira Fortes;2.128
MG;Onça de Pitangui;3.155
MG;Oratórios;4.671
MG;Orizânia;8.138
MG;Ouro Branco;40.220
MG;Ouro Fino;33.938
MG;Ouro Preto;74.824
MG;Ouro Verde de Minas;5.895
MG;Padre Carvalho;6.466
MG;Padre Paraíso;20.346
MG;Paineiras;4.440
MG;Pains;8.308
MG;Pai Pedro;6.098
MG;Paiva;1.517
MG;Palma;6.606
MG;Palmópolis;5.196
MG;Papagaios;15.922
MG;Paracatu;94.539
MG;Pará de Minas;95.616
MG;Paraguaçu;21.693
MG;Paraisópolis;21.353
MG;Paraopeba;24.854
MG;Passabém;1.619
MG;Passa Quatro;16.439
MG;Passa Tempo;8.031
MG;Passa Vinte;2.024
MG;Passos;115.970
MG;Patis;6.031
MG;Patos de Minas;154.641
MG;Patrocínio;92.116
MG;Patrocínio do Muriaé;5.744
MG;Paula Cândido;9.597
MG;Paulistas;4.794
MG;Pavão;8.390
MG;Peçanha;17.534
MG;Pedra Azul;24.333
MG;Pedra Bonita;7.157
MG;Pedra do Anta;2.960
MG;Pedra do Indaiá;3.977
MG;Pedra Dourada;2.559
MG;Pedralva;11.098
MG;Pedras de Maria da Cruz;12.313
MG;Pedrinópolis;3.651
MG;Pedro Leopoldo;65.149
MG;Pedro Teixeira;1.804
MG;Pequeri;3.340
MG;Pequi;4.457
MG;Perdigão;11.994
MG;Perdizes;16.469
MG;Perdões;21.577
MG;Periquito;6.738
MG;Pescador;4.261
MG;Piau;2.719
MG;Piedade de Caratinga;8.832
MG;Piedade de Ponte Nova;4.141
MG;Piedade do Rio Grande;4.436
MG;Piedade dos Gerais;5.034
MG;Pimenta;8.715
MG;Pingo-d'Água;5.029
MG;Pintópolis;7.540
MG;Piracema;6.386
MG;Pirajuba;6.491
MG;Piranga;17.641
MG;Piranguçu;5.504
MG;Piranguinho;8.683
MG;Pirapetinga;10.791
MG;Pirapora;56.845
MG;Piraúba;10.732
MG;Pitangui;28.433
MG;Piumhi;35.137
MG;Planura;12.445
